"id","w","s","true_theta","item","resp"
5,-0.838042755066759,-0.19712471379125,1.16482614654235,1,0.977042454942233
6,-1.5672813005218,-3.00805624410895,-2.0069781194063,1,0.638098996265468
14,-0.803820585339057,-0.594464463584523,0.067733054785743,1,0.931060684456662
18,0.00790848465442438,-0.863306611989547,-1.26854671822558,1,0
21,0.825783524323551,0.0934777145814341,1.16425316569259,1,1
27,-0.568059293424021,-0.930528111353048,-1.11823268931259,1,0.740260742181722
30,1.33772110545548,1.30749162115591,-0.31323414271124,1,0
32,-1.99377820819087,-0.898707680256763,-0.916362903254449,1,0
35,1.42007546490624,0.581646407721146,1.22848221659915,1,0
36,-0.345531120877715,-0.229509488615722,-0.0568389437690573,1,0.931897460228058
41,-0.981289389792789,0.348215559798276,0.110161097974229,1,1
42,-0.122239090709732,-0.902815673618301,-1.02908077624208,1,0.917294465791222
43,-1.11780886348228,-0.879009974189473,-1.05781914279928,1,0
48,1.39372412254876,1.23009682155307,1.0866479853802,1,1
49,-2.75023373331841,-0.418333117093658,-0.830413033067059,1,1
51,0.708034130393481,0.223285728408814,-0.252912640961727,1,1
52,0.833829909814481,1.00816230046383,1.20510991391488,1,0
54,0.169825792450609,-0.201726781364992,-0.820420804019394,1,0
58,0.0938287018635512,-0.0345601827835382,-0.218935494622367,1,0.941762804034334
64,-2.04216113973205,-2.29848704218108,-1.81299195585473,1,0.847370277114046
71,-0.712305725741604,-0.931534368163066,-0.51802299963113,1,0.948554300078814
75,-2.01575053093024,-1.72051212679448,0.980326531559252,1,1
79,1.19936836065919,-0.111982024864224,0.261174703741542,1,1
86,2.00221170196963,1.05653703227612,0.945531165011522,1,1
90,1.41519864231122,0.546740271293755,0.225679331066267,1,0.895693924157256
97,-1.62783524053578,-1.21019682781309,-1.04103743299073,1,0.890679569482145
106,0.478184095085779,-0.314482529820532,-1.11085831460614,1,0.923975193475586
108,0.86545410741277,1.15225856012294,0.418279481841355,1,0.955161593794315
109,-0.361173857768612,-0.949885339081558,0.952325993061676,1,1
110,0.491849938407324,0.57806265106068,0.103009862065524,1,1
113,0.577936762459739,-0.413231174032096,-1.15205587779019,1,0.81677147205384
117,-0.0920285995066627,0.641301648412047,-1.20446412610356,1,0.893074616524295
121,-0.362130797462679,1.08835688214728,1.11126916983668,1,0.978163703209663
126,-0.395392337177031,0.405122455241782,0.802527455617841,1,0.974109105636313
129,1.24803142844991,-0.55688891583134,0.425324349862108,1,0.95865925838668
136,0.422315372792618,0.456371606807596,-0.263146524584782,1,0.867687766958128
143,1.57259228010242,1.54896729745227,-1.06346689577678,1,0.914443091128739
148,0.665403302853159,1.09431612734609,0.422269725319631,1,1
149,0.828630496433438,0.442316222980816,0.505822478484037,1,0.933962496148003
164,0.105983234743974,1.79748277248397,1.78390041155422,1,1
170,-2.5623141527172,-1.11391001826977,-1.46545548483471,1,1
174,0.763472935123004,-0.460865499175279,-0.898291195672264,1,0.899325646268336
175,-0.596402746665407,0.0677327387450561,0.26738708779205,1,0.963267654447871
178,-0.0826618877982016,0.147986452873978,0.827145518656012,1,1
184,0.773936945000797,0.713420390650856,-0.441706602022872,1,1
194,-0.0254420097140472,-0.27988575237314,-0.319950989306022,1,1
203,0.00556896753210638,-0.56183635449013,0.674830445870051,1,0.955271356194567
206,-0.607286700465525,-0.138654642733685,-0.290765799137332,1,0.885658293067365
207,1.60051328311217,1.10680265139899,0.675099789220784,1,0.977940455203615
