"id","speaking","writing","item","resp"
1,-0.741509853187001,-0.22605656159191,1,0.958333313465118
2,-0.381153347999938,0.472114821946487,1,1
4,1.29714389229453,2.1817021072706,1,1
9,1.23262630992994,-0.208620557676467,1,1
12,-0.518287803994821,-0.705105943847825,1,1
15,0.836029477528788,0.412138300376096,1,1
17,0.728103854920084,0.930497354340114,1,1
25,1.58598644398557,0.359066571904372,1,1
32,0.121441154599053,0.374513674203059,1,1
35,-0.344421307332742,-0.0821498669388237,1,0.791666686534882
37,-1.54281813461996,-0.692609963588558,1,0.958333313465118
48,1.01177377527829,-0.416648477447544,1,0.833333313465118
50,0.802867414097683,0.144139338638594,1,0.958333313465118
56,0.103159565983924,-1.58182940470126,1,0.916666686534882
63,1.11551445494478,0.215140596480449,1,1
64,-0.252814171157785,0.538708014190352,1,1
74,1.64876337848897,1.34987695899457,1,1
75,0.588506257522723,-0.531852337771143,1,0.958333313465118
79,0.323546453274402,1.02698529155311,1,1
81,0.594114186750585,-0.841011851336139,1,0.958333313465118
86,-0.294630393042337,-0.958743057411015,1,0.875
94,0.880334174289628,0.428416330117208,1,1
95,-1.86051885533007,-1.46744840934712,1,0.916666686534882
97,-0.615914167308544,0.247008334663154,1,1
99,0.0728387652742325,-0.965491025969373,1,1
113,-0.46377560235226,-1.35381210816617,1,0.958333313465118
118,-0.0771990933075354,-0.128494353006739,1,1
120,-0.0090200509017526,0.250321791681628,1,0.833333313465118
127,-0.447070149213639,-0.052531676979037,1,1
137,0.454614720555025,0.555620944975295,1,1
140,0.281371968086754,-0.148802946080799,1,1
153,0.512474742758911,0.0786589056078074,1,0.416666656732559
154,-0.541456856503306,-0.609857671024161,1,0.916666686534882
157,0.441831612621872,0.31078717592021,1,1
160,1.50594172407508,1.69613885895386,1,1
164,-1.10369522500573,-0.194949877232504,1,0.916666686534882
165,0.740550731380067,-0.546763983900673,1,1
168,-0.370286930272132,-0.336836821251437,1,1
170,2.13494279586456,-1.06628095189549,1,0.875
173,0.378969680644545,2.24073921382212,1,0.958333313465118
178,0.083018717744016,-0.283219537878335,1,1
180,0.33930900743788,0.0147624027528948,1,1
186,-0.695439107812211,-0.327695254339306,1,0.958333313465118
190,0.932300942973642,-0.858609538849429,1,0.916666686534882
194,0.574349626970486,0.0111893805691384,1,1
196,0.948734537142885,-1.10280446719442,1,1
197,-0.290947497468022,-0.44278538297374,1,0.541666686534882
200,-0.132094940173789,-0.0679499252440205,1,0.958333313465118
206,-0.00942088080265915,-0.0155381353479335,1,0.958333313465118
209,-0.644753411720295,-0.724752533745883,1,1
218,-0.941912397862567,-0.488012024452515,1,1
219,-0.104294789250269,-0.176381677641194,1,1
221,-0.430377443750045,-0.446531575118939,1,0.833333313465118
224,0.553649326093104,2.31298402157911,1,1
243,-0.0800787262455815,-0.191010952552253,1,0.916666686534882
258,0.130010958706573,-0.0684721239954031,1,1
262,0.210223857818404,-0.739970709616901,1,0.916666686534882
267,1.03995839272747,0.902438895845791,1,0.833333313465118
273,0.0332284543540634,0.903258186131565,1,1
277,-1.63910825812185,-0.856488229879526,1,0.958333313465118
279,-0.0286795542032352,-0.606930727608845,1,0.875
281,1.04381932515883,-0.499465696916285,1,0.833333313465118
283,1.2176126088496,-0.0263879363211318,1,1
288,1.32813448360466,-1.01512452064747,1,1
290,0.668949263133516,1.8607458453993,1,1
293,-0.919452942080706,0.00129392349206207,1,0.958333313465118
294,-0.111779519298944,0.75946730996567,1,1
295,-1.86051885533007,-1.54051027288367,1,0.875
297,-1.86051885533007,-0.928587812233708,1,1
299,-0.518860760057559,-0.696563284300494,1,0.833333313465118
300,-0.358329365419066,-0.101124755385005,1,1
301,-1.03982672713783,-1.12548737743075,1,0.916666686534882
307,-0.327361200475274,-0.318998591441605,1,1
309,0.0253593419294743,0.487722417989127,1,0.875
310,-1.68134988158461,-1.21680067836863,1,1
322,-0.369619611022348,-1.13631719820187,1,0.833333313465118
326,-0.427351092043119,0.749108227014798,1,1
358,0.885283398039395,-0.191171305873224,1,1
359,-0.622148245352814,-0.838569131614933,1,0.791666686534882
366,0.117265568610877,-0.237913893403633,1,1
372,1.5114378407031,1.61752751922623,1,1
380,-0.420799789291807,-0.915228448949314,1,0.916666686534882
381,0.813871808690211,-0.125333466518011,1,1
385,0.217135062006584,0.00312458941445797,1,1
390,-0.165721219178287,1.1582816162133,1,1
392,-0.934197517406935,0.0161750579364904,1,1
393,1.12493699683642,2.52493965944544,1,1
394,-1.22482738845259,-1.11351814118153,1,1
399,0.646539152405874,-0.0989250127497312,1,1
403,0.188781758830799,0.121630698548362,1,1
404,-0.440685645997505,0.0874554483764149,1,1
414,-0.0622682082043087,-0.836607643336437,1,1
432,-0.120991989915911,-0.441930041144604,1,1
441,-1.58446421131228,-0.806789960325704,1,0.916666686534882
445,-0.53311829304005,0.876645665849176,1,0.916666686534882
447,1.11941967969485,-0.298874482639825,1,1
454,0.0711384881631219,-0.286395335670286,1,1
455,-0.660619585834033,-0.633133456902951,1,1
458,-0.672007636259896,-0.268660244045224,1,1
462,0.685896781812753,-0.419416265898244,1,1
466,-2.2630802798626,-0.800325677545573,1,0.875
467,0.236388081759571,1.09236163137318,1,1
471,-1.62499856943366,-1.24858063455603,1,0.833333313465118
487,1.21421699323184,0.129782165200554,1,1
490,-1.30139281465444,-1.52029475932691,1,0.833333313465118
494,-0.887052427757499,-0.766131680859786,1,0.875
506,-0.77892475818256,-0.639335393950946,1,1
512,0.606561414138654,0.792528659259757,1,1
513,-1.86051885533007,-0.429923998889467,1,1
538,0.275087770358434,-0.0899781682474003,1,1
540,-1.86051885533007,-0.841565049729853,1,0.958333313465118
544,-0.450705223907084,-1.3068075234067,1,0.666666686534882
552,-1.08735160791953,-0.455838031438156,1,1
553,0.373576131593692,1.397317285027,1,1
560,0.630180235642758,-0.323769349425917,1,1
568,-0.443856476239665,-0.981472250426909,1,1
571,1.01052177841365,0.606332247034376,1,1
575,-0.471572535782261,0.291304449244611,1,0.958333313465118
579,0.642767310343773,-1.0894257025228,1,0.958333313465118
596,-0.39151194632495,0.420413558031408,1,0.875
599,2.89283505855504,-0.0745139722728531,1,1
601,-1.01287809672439,-1.16295686963848,1,0.708333313465118
606,0.123238381401699,-0.593966368966321,1,0.958333313465118
608,-2.2630802798626,0.0368246728513303,1,1
613,0.16299067428141,1.47660529725194,1,0.875
621,-1.86051885533007,-1.36856082696402,1,1
626,0.733800926445098,-1.27519821585189,1,0.875
628,-0.719072437397584,-0.586503580853326,1,0.875
629,-0.697046027144687,-1.07361306154084,1,1
631,1.15279053036973,-0.762722395109876,1,0.958333313465118
632,-1.32154165775354,-0.86279649028033,1,0.833333313465118
647,0.192467024448084,0.613777928060211,1,1
649,-0.685734846442476,-1.10430024559601,1,0.916666686534882
659,-1.29590418330431,-0.561162321671996,1,1
662,0.279318245422632,0.974254951314155,1,1
667,-1.25599726099722,-0.50495179335765,1,1
670,-0.0490543055510585,0.563309879966968,1,0.958333313465118
679,2.22007537357634,0.982204121724406,1,1
681,-0.652306410452604,-1.06042313648546,1,0.958333313465118
682,1.76995176158645,2.68120833567672,1,1
688,-2.2630802798626,-1.74982483281135,1,0.125
699,-0.464272132219488,-0.737177438596904,1,1
714,-1.86051885533007,-1.68824110746566,1,0.708333313465118
716,0.622929215221433,0.841868030030907,1,0.958333313465118
719,-0.778780197060854,-0.467347408602602,1,1
726,0.536823391901728,0.75683212612868,1,1
729,0.344710479509114,-0.251398777071296,1,1
731,1.22178059914034,1.31058113516071,1,0.958333313465118
738,2.5687182550214,2.18576360052912,1,1
746,-1.60210022053565,1.64283696829092,1,0.833333313465118
751,-0.352638726267316,0.773734778258667,1,1
757,0.142080423765078,-0.0978157036768863,1,0.958333313465118
761,-0.161663410742413,0.618040897846885,1,0.916666686534882
766,-0.433628475149249,-0.599349510436074,1,0.791666686534882
774,1.30730420817356,-0.582169847560776,1,0.958333313465118
775,-0.805835709583967,-0.60703317423579,1,0.958333313465118
776,1.82375906477818,0.187461109357163,1,1
780,0.0671822774834305,0.495353088225432,1,1
784,-2.2630802798626,-1.71897271488858,1,0.833333313465118
790,-1.04810795695737,-0.385228713456681,1,1
800,0.241870373426638,1.00101464566503,1,1
805,1.42508138275983,-0.136219372747584,1,1
809,-0.373537765641524,0.338815219099805,1,0.916666686534882
811,0.485533933271667,-0.165257001753585,1,0.958333313465118
823,-0.743352086745517,-1.83835360827017,1,1
824,0.172769957802457,0.177417742022569,1,1
825,0.484241318127538,0.974818629220754,1,1
828,-0.531513808773634,-0.424497063373828,1,0.833333313465118
831,0.0915484586768884,-0.422761229977139,1,1
833,-0.701229916843772,-0.2996230843067,1,0.791666686534882
834,2.05830013551335,0.292049387492417,1,1
838,0.123328805568616,1.70976525287816,1,0.958333313465118
844,-0.368952960776585,-1.00488760775398,1,1
846,2.58331175268848,2.24419997082362,1,0.958333313465118
849,1.512538866024,3.2216327605472,1,1
855,0.0458948943456409,0.578789832683367,1,0.625
857,0.612494473136304,1.25785412739299,1,1
863,0.492504761758826,-1.11644608951705,1,0.833333313465118
872,0.544376528504342,0.222411133847851,1,1
875,-0.841342374306796,-0.215057344645452,1,1
877,1.28541440608484,0.291274032329308,1,1
882,0.0162831094326752,-0.304792265710739,1,0.916666686534882
888,0.177197057943796,-0.131964498707106,1,0.625
889,0.787921802343086,-0.354117972813844,1,1
892,-2.2630802798626,-1.38178277489357,1,0.583333313465118
898,-0.628670618184035,0.449324005061369,1,1
900,-0.311764629352813,-0.96793123174743,1,0.875
905,0.207230151192343,1.54806543098063,1,0.958333313465118
912,-0.822304259407331,0.201516441360157,1,1
919,-0.541927045240738,-1.73794741997527,1,0.708333313465118
923,2.9285672806723,2.59773472186204,1,1
940,-1.510985973892,-1.62144214517089,1,0.791666686534882
941,1.04266681017558,-1.18553869684099,1,1
944,-1.86051885533007,-0.662755911062284,1,1
952,-0.441989357422393,-0.155060831447117,1,1
957,0.808780317348988,0.29575100829616,1,1
959,2.97132566482519,2.09453503744853,1,0.958333313465118
961,2.06099552519507,1.39988779609773,1,1
963,1.10591723048713,-0.276278195986383,1,1
966,-1.37267005627634,-1.3237671938424,1,0.916666686534882
967,-0.266387139889017,1.38738920523869,1,1
969,-1.31577114346219,-0.591617628462011,1,0.916666686534882
970,-1.65738499902571,-1.36507221785828,1,0.958333313465118
975,1.05703252968083,-0.136492308736306,1,1
976,-1.86051885533007,-1.72960386024321,1,0.125
982,-0.452002772494335,-0.0233559489792615,1,1
984,-0.747963414613895,0.431747359206631,1,0.958333313465118
987,0.179771207612636,0.0756688253364964,1,1
1001,-0.806750851820441,1.06271617963847,1,1
1003,0.874235679371143,0.407602393661036,1,1
1014,-1.40128482686128,-0.528260555565075,1,0.875
1017,0.421264756476315,-0.222696980249268,1,0.958333313465118
1020,1.46562428952298,1.56151749787367,1,1
1025,2.02900127772058,1.88419697132184,1,1
1032,0.162804125217476,-0.113638427257742,1,1
1036,-0.307577305866657,-0.364323834052445,1,0.958333313465118
1042,-0.306469275826004,1.02748191081892,1,1
1044,-0.902239779431959,1.73440735021428,1,0.75
1045,0.249931005807636,0.166317975835292,1,1
1046,0.929002248864925,1.09398371843888,1,1
1065,1.14186960657177,0.198301366981256,1,1
1071,0.0333418048935548,-0.47197938949653,1,1
1073,0.011536974516068,-1.12136824568821,1,0.875
1076,-0.387412511104489,-0.189516031051118,1,0.958333313465118
1078,1.69903249007401,0.236841349798327,1,1
1079,-1.12668454713165,-0.850176872168998,1,1
1081,0.774523948709013,-0.98462750877095,1,0.958333313465118
1083,-1.38671278419391,-0.210952008084267,1,0.791666686534882
1087,1.88504286770277,2.95550990150858,1,1
1094,-0.327584991260623,0.448398263330491,1,1
1110,-0.761160614878154,-0.0608552200605291,1,1
1116,0.622205538301252,0.340021969540354,1,1
1119,-0.340030533524896,-0.642925849838953,1,0.916666686534882
1120,0.417527588995297,0.755148337584641,1,1
1129,-0.972093867470845,-1.10416406355558,1,0.833333313465118
1132,-0.394696234692022,-0.575195898070025,1,0.875
1133,-0.350482365148206,0.0273912108581533,1,1
1134,-0.344168983011327,0.555949780959245,1,1
1139,0.289697716577265,0.22223206056178,1,0.958333313465118
1145,0.270073285797524,-0.51148848559876,1,0.958333313465118
1150,-1.05234909971448,3.56548241087052,1,1
1155,-0.0872321431691096,-0.294028615135882,1,1
1162,-0.535471106895947,-0.781469715325172,1,0.875
1164,0.0499958581565933,0.992624156458642,1,1
1170,1.39129936903751,1.17694563342202,1,1
1174,0.029451652353993,0.151988557455648,1,0.791666686534882
1175,-1.47924964789984,-1.19744330256502,1,0.75
1178,0.236178500569722,-0.906068915846271,1,0.708333313465118
1191,0.675761184649837,0.284836153726045,1,0.75
1196,0.581822954954055,-0.19810036263262,1,1
1207,-0.994730659723044,-1.05183300332843,1,0.5
1225,0.0905346582333967,0.271002137019929,1,1
1229,0.28083361796724,0.0396144214828214,1,1
1239,-0.455448855851254,-0.774752216065244,1,1
1240,1.54750926814668,1.88443007315461,1,0.958333313465118
1241,-1.33433989228306,-0.443096707304184,1,0.791666686534882
1242,-0.310846491774313,0.0400122092278921,1,0.958333313465118
1244,-1.40606686676527,-1.46111465159632,1,0.791666686534882
1245,-1.66383222775153,-1.37461065649193,1,0.958333313465118
1251,1.25199707764378,0.54959058078445,1,0.958333313465118
1252,-1.47249784310599,-0.437439325615738,1,1
1253,0.246623348209666,0.196430693577735,1,1
1260,-1.01085179548438,-1.84267447481084,1,0.833333313465118
1263,-0.688774206612041,-0.198640287178877,1,0.916666686534882
1268,2.48736013479481,3.2196520967498,1,1
1269,-1.61566052830725,-1.10375576042477,1,0.833333313465118
1273,-0.545765174548322,-1.3456812068338,1,1
1280,-0.193734984441714,-0.18770490458667,1,0.916666686534882
1281,1.50477053232236,1.52230922325528,1,1
1287,0.287088662873146,0.121449524808039,1,0.875
