"id","w","s","true_theta","item","resp"
8,-0.229640754067242,1.02062579526209,1.11117340574849,1,0.992078667252769
11,0.697746896893513,0.660972698882363,0.305028688566385,1,0.987208048256252
13,0.589311326632687,-0.488588203069108,-0.641392773227576,1,0.946701978365761
14,-0.803820585339057,-0.594464463584523,0.067733054785743,1,1
20,-0.166658442502421,-0.629723527763292,0.00382042810477118,1,0.875142199358462
23,-0.244590329954749,0.446553317977647,-0.517746735160203,1,0.814353455744316
24,0.300449043765764,-1.25663270844621,-2.00164280231651,1,0.808128036605812
25,0.370073261719648,1.69122481535195,1.19564884580367,1,0.991409378908157
27,-0.568059293424021,-0.930528111353048,-1.11823268931259,1,0
32,-1.99377820819087,-0.898707680256763,-0.916362903254449,1,0.852873835943081
35,1.42007546490624,0.581646407721146,1.22848221659915,1,1
42,-0.122239090709732,-0.902815673618301,-1.02908077624208,1,0
48,1.39372412254876,1.23009682155307,1.0866479853802,1,0.970138672067321
49,-2.75023373331841,-0.418333117093658,-0.830413033067059,1,0
58,0.0938287018635512,-0.0345601827835382,-0.218935494622367,1,0.946582918579948
59,1.56777708197064,-0.210473798960388,1.25111057088255,1,1
63,0.0925593098753441,-0.0264129322681609,2.31487469751248,1,1
67,-0.205700125211129,-0.788722078229837,-0.484915487338922,1,0.88362783121125
74,0.240513676391314,-0.097040408512902,0.0397640707420635,1,1
83,1.15597399232162,-1.22400382562506,-0.662231041743233,1,0.931146718937973
92,1.90024466860541,1.7262662308976,2.68918875271464,1,0.996642205185632
96,0.766794556936154,0.341989994952199,1.10216831567654,1,0.977184834094659
105,0.458521374636703,0.0975010559309566,0.678705981705436,1,0.927814601656334
118,-1.00107388046943,1.22847799344483,0.729194010349872,1,1
125,1.19765171461802,0.537302931423394,-0.919879265562196,1,0.900367719796762
128,-0.334184544162761,0.426495273416106,-0.0750131306159077,1,1
129,1.24803142844991,-0.55688891583134,0.425324349862108,1,0
140,-0.530096834907387,-0.54636990825357,-0.552310898479415,1,0.891406358957661
146,0.559816970742003,0.464431795128954,0.937693597992637,1,1
151,1.22240729991527,0.332175635796082,0.0174208767605763,1,1
157,2.74535601462789,1.00989116455341,1.8334952827411,1,1
162,0.038465872874671,-0.0112505489069994,-0.836166235050551,1,0.866946408764699
163,-0.0565382687520795,0.339599062227829,1.27572672074478,1,1
165,2.13869755538571,1.97995135775171,1.84979807589899,1,0.920766668832646
181,1.9889168490608,0.618705838824629,1.97615375668029,1,1
193,-0.556881299131753,-0.467028562797383,0.738279478218966,1,0.914057855840081
200,-0.244069657563607,-1.36045906060486,-0.0744793248736245,1,0.932228170463224
202,-0.604548939180407,-0.104285576252174,1.17164612852201,1,0.977220574672598
205,1.48676077227852,0.294381735063604,0.160790697112176,1,1
213,0.488768548179041,0.0647435602780736,-0.174092825096531,1,1
215,0.4982868234439,-0.467774678666502,-0.779116683964167,1,1
216,-1.73414292140626,0.236601714036531,-0.34432656227457,1,0
224,-0.404336810898358,0.390556298528949,-2.10479102803376,1,0.499787035128745
230,-0.627299198743574,-0.902580810937224,-1.35182454973876,1,0.828266252936469
