"id","w","s","true_theta","item","resp"
4,0.315347978989546,-1.58478409864905,-0.363924428355644,1,0
10,-0.213936093964671,1.67070486050013,0.845226804512108,1,1
11,0.697746896893513,0.660972698882363,0.305028688566385,1,0.963892856526416
12,-0.503762469590908,-1.01066653696356,-1.28489745442487,1,0.912174637990301
14,-0.803820585339057,-0.594464463584523,0.067733054785743,1,0.90540488833431
18,0.00790848465442438,-0.863306611989547,-1.26854671822558,1,0
21,0.825783524323551,0.0934777145814341,1.16425316569259,1,0.983923111457424
41,-0.981289389792789,0.348215559798276,0.110161097974229,1,1
42,-0.122239090709732,-0.902815673618301,-1.02908077624208,1,1
44,-1.17201300244514,-0.0419256618276727,-0.15132124142654,1,0.948437086274379
45,0.903490492467973,0.935789319029916,1.78478628158856,1,1
47,0.441587796047056,0.0598880890688084,-0.0185201685646009,1,0.934489733509336
49,-2.75023373331841,-0.418333117093658,-0.830413033067059,1,0
51,0.708034130393481,0.223285728408814,-0.252912640961727,1,0.9280739215463
53,0.499995861548728,-0.038694218834633,1.53612845728741,1,1
62,0.280984044842705,0.146255145771884,-0.338555645309439,1,1
66,-0.904168485314501,-0.110403559971824,-0.260881999751827,1,0.925191408654605
70,-0.31264799662931,-0.103433019281904,0.154165742928331,1,1
72,0.518146574641647,0.157330519516164,-0.560035288800305,1,0.923469071890944
77,0.133918034971549,-2.68350207848156,0.167851644345965,1,0.913232218614725
83,1.15597399232162,-1.22400382562506,-0.662231041743233,1,0.848398910690345
86,2.00221170196963,1.05653703227612,0.945531165011522,1,1
92,1.90024466860541,1.7262662308976,2.68918875271464,1,1
118,-1.00107388046943,1.22847799344483,0.729194010349872,1,1
119,0.724438895083018,1.21810914433374,1.07800028773385,1,1
121,-0.362130797462679,1.08835688214728,1.11126916983668,1,0.966956685994868
123,1.34047893988627,-0.133635626124635,-0.113656294096784,1,0.927980875931331
126,-0.395392337177031,0.405122455241782,0.802527455617841,1,0.787266246755815
128,-0.334184544162761,0.426495273416106,-0.0750131306159077,1,0.910158822635813
131,0.260746875549757,-0.645787410077334,1.05552907360638,1,1
135,0.225915036943159,-0.593282925466802,0.0744717054751447,1,0
137,-0.78310630828881,-0.713898874518965,-0.725435607314402,1,0
140,-0.530096834907387,-0.54636990825357,-0.552310898479415,1,0.92640436681207
145,0.864815094656694,2.05193357746515,1.52722278924043,1,1
146,0.559816970742003,0.464431795128954,0.937693597992637,1,0.988954727056508
149,0.828630496433438,0.442316222980816,0.505822478484037,1,1
150,0.153540582946399,0.095374593478864,-0.0438725766200342,1,1
